,tb,rbi,sb,sh,sf,ibb,WPA,avg,obp,slg,ops,power_barrel,contact_barrel,clutch_barrel,xh,babib,pitch/pa,cq,b/k,IsoP,IsoD,hr%,kk%,bb%,xh/h,ueqr,wOBA,obp_label,slg_label,ops_label,ops_mean,avg_mean,obp_mean,slg_mean,power_barrel_mean,contact_barrel_mean,clutch_barrel_mean
2530,0.31,0.069,0.034,0.0,0.0,0.017,-0.003,0.28,0.379,0.36,0.739,0.017,0.121,0.0,0.052,0.333,4.26,0.295,1.0,0.07999999999999996,0.09899999999999998,0.0,0.138,0.138,0.214,0.75,0.346,0.16666666666666666,0.15,0.31666666666666665,0.6704324324324326,0.27016216216216216,0.343054054054054,0.3273783783783783,0.01186486486486487,0.11429729729729732,0.0
2531,0.419,0.133,0.01,0.01,0.01,0.01,0.005,0.344,0.396,0.458,0.8540000000000001,0.048,0.162,0.0,0.105,0.388,3.83,0.354,0.667,0.11400000000000005,0.052000000000000046,0.0,0.114,0.076,0.333,0.866,0.384,0.2608695652173913,0.30434782608695654,0.5652173913043479,0.8212631578947369,0.3155526315789473,0.3828684210526315,0.4383947368421052,0.06652631578947367,0.10099999999999998,0.007526315789473685
2532,0.304,0.114,0.0,0.0,0.0,0.0,0.004,0.279,0.395,0.353,0.748,0.076,0.089,0.013,0.038,0.316,4.09,0.288,1.1,0.07399999999999995,0.11599999999999999,0.013,0.127,0.139,0.158,0.772,0.358,0.21052631578947367,0.11764705882352941,0.3281733746130031,0.72471875,0.24934374999999998,0.3448437500000001,0.379875,0.08028124999999998,0.09390624999999998,0.008906250000000004
2533,0.375,0.167,0.062,0.0,0.021,0.0,0.004,0.253,0.309,0.414,0.723,0.073,0.083,0.021,0.104,0.27,4.02,0.295,0.538,0.16099999999999998,0.055999999999999994,0.021,0.135,0.073,0.455,0.786,0.317,0.2972972972972973,0.40540540540540543,0.7027027027027027,0.7351666666666666,0.28150000000000003,0.33123809523809516,0.40392857142857136,0.04278571428571428,0.10492857142857147,0.007333333333333335
2534,0.485,0.202,0.04,0.0,0.01,0.0,0.005,0.287,0.32,0.511,0.831,0.081,0.071,0.03,0.101,0.4,3.91,0.473,0.114,0.22400000000000003,0.03300000000000003,0.051,0.354,0.04,0.37,0.861,0.356,0.4166666666666667,0.6451612903225806,1.0618279569892473,0.8833333333333334,0.29333333333333333,0.35322222222222227,0.5301111111111112,0.0971111111111111,0.07672222222222222,0.038277777777777786
2535,0.338,0.123,0.0,0.015,0.0,0.0,-0.005,0.277,0.277,0.338,0.615,0.031,0.077,0.0,0.031,0.362,3.65,0.325,0.0,0.061,0.0,0.015,0.262,0.0,0.111,0.621,0.271,0.38461538461538464,0.34285714285714286,0.7274725274725276,0.7092083333333333,0.289375,0.32233333333333336,0.3868750000000001,0.03345833333333335,0.09970833333333334,0.0045
2536,0.316,0.112,0.01,0.01,0.01,0.01,0.002,0.227,0.303,0.352,0.655,0.031,0.102,0.01,0.071,0.228,3.51,0.241,1.125,0.12499999999999997,0.07599999999999998,0.02,0.082,0.092,0.35,0.676,0.299,0.3793103448275862,0.32,0.6993103448275861,0.8399117647058825,0.29317647058823526,0.36238235294117654,0.477529411764706,0.03211764705882354,0.08755882352941177,0.002647058823529411
2537,0.477,0.227,0.0,0.0,0.0,0.0,0.017,0.316,0.407,0.532,0.9390000000000001,0.148,0.08,0.045,0.102,0.362,4.69,0.405,0.529,0.21600000000000003,0.09099999999999997,0.045,0.193,0.102,0.36,0.934,0.422,0.45614035087719296,0.8301886792452831,1.286329030122476,0.9819047619047618,0.3269285714285714,0.414595238095238,0.5673095238095238,0.12857142857142856,0.10261904761904768,0.0413095238095238
2538,0.258,0.145,0.016,0.016,0.016,0.0,0.004,0.32,0.453,0.32,0.773,0.0,0.129,0.0,0.0,0.372,4.5,0.305,1.375,0.0,0.133,0.0,0.129,0.177,0.0,0.797,0.384,0.42105263157894735,0.6666666666666666,1.0877192982456139,0.8318857142857142,0.32448571428571416,0.4096857142857143,0.4222,0.040371428571428544,0.14134285714285716,0.003828571428571428
2539,0.429,0.15,0.027,0.02,0.007,0.0,0.002,0.277,0.329,0.46,0.789,0.068,0.116,0.007,0.116,0.312,4.34,0.332,0.391,0.183,0.05199999999999999,0.02,0.156,0.061,0.447,0.807,0.345,0.45454545454545453,0.5,0.9545454545454546,0.7867999999999999,0.28431111111111107,0.3540888888888889,0.43271111111111105,0.0760888888888889,0.09822222222222224,0.017511111111111113
2540,0.449,0.143,0.0,0.02,0.02,0.0,0.007,0.341,0.429,0.537,0.966,0.02,0.122,0.0,0.082,0.387,4.27,0.425,0.778,0.196,0.08799999999999997,0.041,0.184,0.143,0.286,0.97,0.417,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.8955833333333333,0.3226666666666667,0.4094166666666666,0.48616666666666664,0.02108333333333333,0.12366666666666666,0.0
2541,0.486,0.234,0.027,0.0,0.009,0.018,0.01,0.33,0.369,0.524,0.893,0.108,0.09,0.018,0.117,0.33,3.73,0.346,1.0,0.194,0.03899999999999998,0.027,0.063,0.063,0.382,0.896,0.39,0.3125,0.5714285714285714,0.8839285714285714,0.8851052631578947,0.34421052631578947,0.38947368421052636,0.4956315789473684,0.052421052631578965,0.14136842105263156,0.008710526315789478
2542,0.431,0.123,0.015,0.0,0.0,0.0,0.002,0.3,0.354,0.467,0.821,0.046,0.046,0.0,0.092,0.372,3.98,0.387,0.333,0.16700000000000004,0.05399999999999999,0.031,0.231,0.077,0.333,0.833,0.358,0.475,0.7435897435897436,1.2185897435897437,0.7880869565217392,0.290695652173913,0.32560869565217393,0.4624782608695652,0.06504347826086956,0.08856521739130434,0.025043478260869566
2543,0.339,0.085,0.119,0.017,0.0,0.0,-0.001,0.278,0.35,0.37,0.72,0.0,0.22,0.0,0.051,0.298,3.78,0.281,0.833,0.09199999999999997,0.07199999999999995,0.017,0.102,0.085,0.2,0.816,0.332,0.2857142857142857,0.25,0.5357142857142857,0.6852142857142857,0.2879285714285715,0.32450000000000007,0.3607142857142857,0.0,0.1838571428571429,0.0
2544,0.5,0.154,0.0,0.0,0.0,0.0,0.003,0.295,0.41,0.591,1.001,0.096,0.077,0.048,0.115,0.322,4.28,0.433,0.727,0.296,0.11499999999999999,0.067,0.212,0.154,0.462,0.986,0.43,0.3488372093023256,0.46153846153846156,0.8103756708407872,0.9970697674418605,0.30446511627906975,0.3884883720930233,0.6085813953488373,0.13104651162790698,0.08018604651162792,0.050813953488372074
2545,0.36,0.18,0.0,0.0,0.0,0.0,-0.006,0.239,0.327,0.391,0.718,0.06,0.1,0.02,0.08,0.244,4.1,0.26,1.0,0.15200000000000002,0.08800000000000002,0.02,0.08,0.08,0.364,0.731,0.333,0.41379310344827586,0.36,0.7737931034482759,0.7309310344827586,0.27231034482758615,0.3524137931034483,0.37851724137931037,0.033689655172413804,0.12427586206896551,0.0056896551724137925
2546,0.241,0.127,0.0,0.0,0.013,0.0,-0.003,0.222,0.296,0.264,0.56,0.089,0.076,0.025,0.013,0.259,3.99,0.236,0.429,0.04200000000000001,0.07399999999999998,0.013,0.177,0.076,0.062,0.593,0.269,0.52,0.5526315789473685,1.0726315789473686,0.781125,0.2618125,0.3573125,0.4238125,0.1184375,0.05125000000000002,0.0249375
2547,0.541,0.229,0.037,0.018,0.018,0.009,0.016,0.344,0.427,0.634,1.061,0.101,0.128,0.018,0.101,0.304,3.65,0.396,1.75,0.29000000000000004,0.08300000000000002,0.073,0.073,0.128,0.344,1.06,0.454,0.5111111111111111,0.9230769230769231,1.4341880341880342,0.9852105263157893,0.3272368421052631,0.4108947368421052,0.5743157894736842,0.1012105263157895,0.09442105263157897,0.017526315789473695
2548,0.422,0.172,0.0,0.0,0.0,0.031,0.0,0.278,0.4,0.5,0.9,0.062,0.125,0.047,0.094,0.273,3.89,0.332,1.429,0.22199999999999998,0.122,0.047,0.109,0.156,0.4,0.885,0.413,0.2916666666666667,0.36363636363636365,0.6553030303030303,0.8005500000000001,0.26572499999999993,0.34314999999999996,0.4573999999999999,0.07547499999999997,0.09542500000000002,0.029825
2549,0.383,0.103,0.028,0.028,0.009,0.0,0.0,0.298,0.374,0.436,0.81,0.037,0.084,0.0,0.065,0.338,3.84,0.329,0.857,0.138,0.07600000000000001,0.009,0.131,0.112,0.25,0.823,0.357,0.15,0.10526315789473684,0.25526315789473686,0.7149487179487177,0.2635128205128206,0.3216923076923076,0.3932564102564102,0.039846153846153844,0.1005897435897436,0.0004358974358974359
2550,0.365,0.149,0.0,0.0,0.027,0.0,0.001,0.328,0.392,0.422,0.8140000000000001,0.081,0.149,0.0,0.054,0.357,4.12,0.338,0.889,0.09399999999999997,0.064,0.014,0.122,0.108,0.19,0.827,0.361,0.22857142857142856,0.2647058823529412,0.49327731092436977,0.7690769230769231,0.28600000000000003,0.35379487179487185,0.4152820512820513,0.06217948717948719,0.10517948717948716,0.015256410256410256
2551,0.596,0.146,0.0,0.0,0.0,0.0,0.001,0.373,0.429,0.639,1.068,0.101,0.112,0.034,0.124,0.388,3.97,0.436,0.545,0.266,0.055999999999999994,0.056,0.124,0.067,0.355,1.055,0.464,0.391304347826087,0.5714285714285714,0.9627329192546583,0.953093023255814,0.3237209302325581,0.40088372093023245,0.5522093023255814,0.09058139534883722,0.10037209302325584,0.024883720930232566
2552,0.409,0.167,0.0,0.015,0.0,0.0,0.009,0.311,0.373,0.443,0.8160000000000001,0.136,0.121,0.015,0.091,0.383,3.94,0.367,0.385,0.132,0.062,0.015,0.197,0.076,0.316,0.824,0.367,0.3018867924528302,0.40425531914893614,0.7061421116017663,0.8134285714285714,0.30278571428571427,0.37235714285714294,0.4410714285714286,0.11592857142857142,0.10692857142857144,0.022357142857142864
2553,0.481,0.104,0.038,0.0,0.0,0.0,0.01,0.409,0.486,0.548,1.034,0.038,0.17,0.0,0.085,0.424,3.78,0.394,2.167,0.13900000000000007,0.07700000000000001,0.019,0.057,0.123,0.237,1.045,0.46,0.35294117647058826,0.25,0.6029411764705883,0.8113888888888887,0.31572222222222224,0.39777777777777773,0.4136111111111111,0.04394444444444445,0.11583333333333336,0.0008888888888888889
2554,0.28,0.07,0.05,0.02,0.02,0.0,0.0,0.268,0.386,0.341,0.7270000000000001,0.02,0.12,0.0,0.04,0.276,4.09,0.259,2.286,0.07300000000000001,0.118,0.01,0.07,0.16,0.182,0.784,0.341,0.45714285714285713,0.2916666666666667,0.7488095238095238,0.7693043478260868,0.2877391304347826,0.3965217391304348,0.3727826086956522,0.02247826086956523,0.10526086956521741,0.0
2555,0.348,0.056,0.045,0.0,0.0,0.0,0.011,0.364,0.456,0.403,0.859,0.0,0.112,0.0,0.034,0.467,4.76,0.388,0.706,0.039000000000000035,0.09200000000000003,0.0,0.191,0.135,0.107,0.889,0.4,0.35,0.13333333333333333,0.4833333333333333,0.8086086956521739,0.3279565217391305,0.4306521739130435,0.37795652173913047,0.0,0.09956521739130438,0.0
2556,0.473,0.204,0.011,0.0,0.032,0.0,0.011,0.329,0.423,0.557,0.98,0.097,0.097,0.011,0.129,0.329,3.88,0.374,1.222,0.22800000000000004,0.09399999999999997,0.032,0.097,0.118,0.462,0.98,0.436,0.2727272727272727,0.4146341463414634,0.687361419068736,0.8757105263157897,0.3192105263157895,0.38850000000000007,0.4872105263157895,0.09431578947368421,0.09926315789473683,0.011842105263157899
2557,0.3,0.057,0.0,0.0,0.0,0.0,-0.003,0.246,0.31,0.323,0.633,0.057,0.057,0.014,0.043,0.3,4.09,0.28,0.357,0.07700000000000001,0.064,0.014,0.2,0.071,0.188,0.648,0.293,0.4482758620689655,0.5185185185185185,0.966794380587484,0.662923076923077,0.26476923076923076,0.3164615384615385,0.34646153846153843,0.06292307692307693,0.06799999999999999,0.011384615384615385
2558,0.437,0.161,0.023,0.023,0.0,0.011,0.012,0.397,0.466,0.487,0.9530000000000001,0.023,0.149,0.0,0.057,0.449,3.85,0.39,1.0,0.08999999999999997,0.069,0.0,0.103,0.103,0.161,0.941,0.436,0.25,0.375,0.625,0.7375862068965517,0.3000344827586207,0.3626551724137931,0.3749310344827586,0.028482758620689667,0.10462068965517243,0.0
2559,0.458,0.125,0.028,0.0,0.014,0.0,0.007,0.391,0.459,0.516,0.9750000000000001,0.028,0.125,0.0,0.056,0.397,3.58,0.38,1.4,0.125,0.068,0.028,0.069,0.097,0.16,0.968,0.442,0.375,0.5833333333333334,0.9583333333333334,0.876547619047619,0.343142857142857,0.4037619047619047,0.4727857142857144,0.030690476190476188,0.11759523809523807,0.0
2560,0.522,0.204,0.0,0.0,0.0,0.027,0.006,0.29,0.327,0.551,0.8780000000000001,0.115,0.088,0.009,0.106,0.258,3.35,0.342,0.6,0.26100000000000007,0.03700000000000003,0.071,0.088,0.053,0.387,0.863,0.382,0.2571428571428571,0.29411764705882354,0.5512605042016807,0.8771707317073169,0.3025121951219512,0.36246341463414633,0.5147073170731706,0.11039024390243904,0.09234146341463415,0.01990243902439025
2561,0.4,0.219,0.038,0.0,0.01,0.0,0.003,0.314,0.429,0.488,0.917,0.105,0.048,0.038,0.067,0.404,3.93,0.435,0.692,0.174,0.11499999999999999,0.038,0.248,0.171,0.259,0.945,0.405,0.32653061224489793,0.4444444444444444,0.7709750566893423,0.9930243902439022,0.32034146341463426,0.40129268292682924,0.5917317073170731,0.12458536585365858,0.08009756097560977,0.05097560975609754
2562,0.256,0.051,0.0,0.026,0.0,0.0,-0.004,0.243,0.282,0.27,0.552,0.077,0.077,0.0,0.026,0.3,3.92,0.25,0.286,0.027000000000000024,0.03899999999999998,0.0,0.179,0.051,0.111,0.575,0.253,0.2727272727272727,0.43333333333333335,0.706060606060606,0.5741818181818181,0.21254545454545457,0.2859545454545455,0.2882272727272727,0.03831818181818182,0.10059090909090909,0.0031818181818181815
2563,0.383,0.167,0.0,0.017,0.0,0.017,0.011,0.294,0.41,0.451,0.861,0.083,0.067,0.05,0.067,0.406,4.88,0.424,0.529,0.15700000000000003,0.11599999999999999,0.033,0.283,0.15,0.267,0.849,0.398,0.42857142857142855,0.5882352941176471,1.0168067226890756,0.7710731707317072,0.25121951219512195,0.34485365853658545,0.4262195121951219,0.09446341463414634,0.08575609756097563,0.033439024390243904
2564,0.196,0.02,0.0,0.039,0.0,0.0,-0.007,0.208,0.269,0.208,0.477,0.039,0.118,0.0,0.0,0.25,4.0,0.2,0.375,0.0,0.061000000000000026,0.0,0.157,0.059,0.0,0.519,0.234,0.1875,0.1875,0.375,0.48487500000000006,0.1965,0.2720625000000001,0.2128125,0.0380625,0.11099999999999999,0.0
2565,0.488,0.179,0.0,0.024,0.0,0.0,0.006,0.292,0.4,0.569,0.969,0.06,0.06,0.0,0.095,0.294,3.93,0.4,0.8,0.27699999999999997,0.10800000000000004,0.071,0.179,0.143,0.381,0.96,0.42,0.3076923076923077,0.4,0.7076923076923077,0.826875,0.264375,0.357625,0.46925000000000006,0.06825,0.061125,0.007125
2566,0.231,0.077,0.019,0.0,0.0,0.0,-0.003,0.178,0.327,0.267,0.5940000000000001,0.038,0.077,0.019,0.038,0.212,4.56,0.224,0.636,0.08900000000000002,0.14900000000000002,0.019,0.212,0.135,0.25,0.652,0.305,0.15,0.2222222222222222,0.37222222222222223,0.8100789473684212,0.2702105263157895,0.3677631578947369,0.4423157894736842,0.08492105263157894,0.09655263157894736,0.03034210526315789
2567,0.26,0.057,0.033,0.0,0.008,0.0,-0.0,0.274,0.376,0.302,0.6779999999999999,0.0,0.179,0.0,0.024,0.287,4.28,0.241,2.667,0.02799999999999997,0.10199999999999998,0.0,0.049,0.13,0.103,0.72,0.326,0.4166666666666667,0.38095238095238093,0.7976190476190477,0.6808275862068965,0.2694137931034483,0.36865517241379314,0.31217241379310345,0.001586206896551724,0.15203448275862072,0.0
2568,0.385,0.205,0.0,0.0,0.026,0.026,0.003,0.314,0.359,0.429,0.788,0.077,0.128,0.026,0.051,0.345,3.36,0.345,0.5,0.11499999999999999,0.044999999999999984,0.026,0.154,0.077,0.182,0.795,0.354,0.5,0.5,1.0,0.752,0.3,0.3375,0.4145,0.065,0.13,0.026
2569,0.354,0.094,0.042,0.0,0.021,0.0,0.002,0.314,0.365,0.395,0.76,0.021,0.125,0.01,0.042,0.325,4.18,0.3,1.143,0.08100000000000002,0.05099999999999999,0.01,0.073,0.083,0.148,0.802,0.338,0.5,0.5454545454545454,1.0454545454545454,0.7736857142857144,0.31908571428571436,0.37854285714285724,0.395142857142857,0.0270857142857143,0.13951428571428573,0.0014285714285714286
2570,0.327,0.1,0.027,0.0,0.009,0.009,-0.001,0.253,0.324,0.364,0.688,0.1,0.091,0.027,0.064,0.291,4.36,0.291,0.526,0.11099999999999999,0.07100000000000001,0.018,0.173,0.091,0.28,0.724,0.314,0.3684210526315789,0.5142857142857142,0.8827067669172932,0.7604871794871794,0.2834102564102564,0.34099999999999997,0.41948717948717945,0.07479487179487179,0.09351282051282053,0.01676923076923078
2571,0.389,0.137,0.0,0.011,0.021,0.011,-0.001,0.305,0.416,0.451,0.867,0.084,0.095,0.011,0.063,0.306,3.91,0.323,1.222,0.14600000000000002,0.11099999999999999,0.032,0.095,0.116,0.24,0.882,0.416,0.4444444444444444,0.7272727272727273,1.1717171717171717,0.9830000000000001,0.34419512195121943,0.4265121951219514,0.5564878048780487,0.09029268292682929,0.11339024390243907,0.024341463414634154
2572,0.247,0.074,0.012,0.0,0.012,0.0,-0.009,0.228,0.244,0.253,0.497,0.025,0.086,0.0,0.025,0.25,3.58,0.211,0.125,0.024999999999999994,0.015999999999999986,0.0,0.099,0.012,0.111,0.518,0.227,0.32142857142857145,0.3076923076923077,0.6291208791208791,0.6841176470588235,0.28017647058823525,0.3197058823529413,0.36441176470588243,0.039176470588235306,0.11605882352941176,0.0045882352941176464
2573,0.455,0.139,0.069,0.02,0.0,0.0,0.005,0.344,0.376,0.479,0.855,0.059,0.139,0.0,0.069,0.383,3.88,0.365,0.385,0.135,0.03200000000000003,0.02,0.129,0.05,0.212,0.876,0.374,0.4523809523809524,0.5,0.9523809523809523,0.7707272727272726,0.3004772727272727,0.36395454545454553,0.4067727272727272,0.03388636363636363,0.1375227272727273,0.0008181818181818182
2574,0.512,0.163,0.0,0.0,0.008,0.008,0.011,0.309,0.379,0.573,0.952,0.13,0.098,0.024,0.138,0.368,4.15,0.443,0.414,0.26399999999999996,0.07,0.049,0.236,0.098,0.5,0.944,0.41,0.325,0.6,0.925,0.9877317073170728,0.3292926829268292,0.39046341463414624,0.597268292682927,0.11812195121951215,0.06897560975609755,0.038414634146341456
2575,0.42,0.152,0.027,0.0,0.0,0.009,0.003,0.308,0.363,0.452,0.815,0.089,0.089,0.036,0.08,0.354,3.73,0.354,0.421,0.14400000000000002,0.05499999999999999,0.027,0.17,0.071,0.281,0.832,0.365,0.45,0.7272727272727273,1.1772727272727272,0.937575,0.34089999999999987,0.41332500000000005,0.52425,0.10040000000000002,0.08637500000000001,0.033850000000000005
2576,0.548,0.24,0.0,0.0,0.0,0.0,0.01,0.309,0.356,0.588,0.944,0.135,0.077,0.029,0.125,0.303,3.39,0.387,0.5,0.27899999999999997,0.046999999999999986,0.067,0.135,0.067,0.433,0.929,0.398,0.35714285714285715,0.4,0.7571428571428571,0.82965625,0.2937812500000001,0.34537500000000004,0.48428124999999994,0.109375,0.09853125000000001,0.015062500000000003
2577,0.548,0.19,0.024,0.024,0.0,0.0,0.023,0.341,0.372,0.561,0.933,0.119,0.095,0.0,0.119,0.353,3.81,0.386,0.2,0.22000000000000003,0.030999999999999972,0.048,0.119,0.024,0.357,0.904,0.409,0.35294117647058826,0.6428571428571429,0.9957983193277311,0.7373157894736843,0.24894736842105267,0.31321052631578944,0.4241052631578947,0.06989473684210527,0.08084210526315791,0.010473684210526316
2578,0.44,0.107,0.0,0.0,0.0,0.0,0.002,0.343,0.418,0.471,0.889,0.04,0.08,0.0,0.093,0.377,4.31,0.353,0.625,0.12799999999999995,0.07499999999999996,0.013,0.107,0.067,0.292,0.892,0.417,0.2222222222222222,0.35294117647058826,0.5751633986928104,0.7586052631578947,0.2975526315789474,0.3784473684210527,0.38015789473684225,0.049526315789473675,0.09760526315789474,0.0020789473684210526
2579,0.261,0.045,0.057,0.034,0.0,0.011,-0.008,0.238,0.273,0.274,0.547,0.045,0.125,0.0,0.034,0.294,3.64,0.249,0.25,0.03600000000000003,0.03500000000000003,0.0,0.182,0.045,0.15,0.608,0.252,0.4,0.25,0.65,0.8696060606060606,0.33312121212121215,0.4016060606060606,0.4679999999999999,0.08733333333333329,0.13484848484848486,0.01696969696969698
2580,0.227,0.12,0.0,0.053,0.013,0.0,0.0,0.175,0.303,0.27,0.573,0.053,0.053,0.013,0.027,0.188,4.91,0.216,0.786,0.09500000000000003,0.128,0.027,0.187,0.147,0.182,0.637,0.276,0.4117647058823529,0.4375,0.8492647058823529,0.6455483870967743,0.23596774193548387,0.33096774193548384,0.3145806451612903,0.061903225806451606,0.08016129032258063,0.002935483870967742
2581,0.333,0.146,0.021,0.021,0.021,0.0,0.001,0.267,0.306,0.356,0.6619999999999999,0.0,0.104,0.0,0.042,0.275,4.15,0.27,0.4,0.08899999999999997,0.03899999999999998,0.021,0.104,0.042,0.167,0.706,0.3,0.2608695652173913,0.19047619047619047,0.45134575569358176,0.7299142857142861,0.28168571428571426,0.3547428571428571,0.3751714285714286,0.03248571428571429,0.1085142857142857,0.0006571428571428571
2582,0.283,0.057,0.0,0.0,0.0,0.0,-0.0,0.261,0.37,0.326,0.696,0.019,0.132,0.0,0.057,0.286,3.64,0.25,1.75,0.065,0.10899999999999999,0.0,0.075,0.132,0.25,0.722,0.332,0.3225806451612903,0.3793103448275862,0.7018909899888766,0.7417750000000002,0.26725,0.3592749999999999,0.38249999999999995,0.037825000000000004,0.13369999999999999,0.00205
2583,0.247,0.09,0.0,0.0,0.022,0.0,-0.005,0.2,0.283,0.275,0.558,0.056,0.124,0.0,0.045,0.263,4.13,0.261,0.292,0.07500000000000001,0.08299999999999996,0.011,0.27,0.079,0.25,0.598,0.267,0.3,0.2222222222222222,0.5222222222222221,0.5517000000000001,0.19,0.277,0.27470000000000006,0.06180000000000001,0.11750000000000001,0.0
2584,0.327,0.129,0.0,0.0,0.0,0.0,0.001,0.303,0.386,0.371,0.757,0.05,0.109,0.0,0.059,0.36,4.5,0.312,0.857,0.068,0.08300000000000002,0.0,0.139,0.119,0.222,0.765,0.346,0.3181818181818182,0.36585365853658536,0.6840354767184036,0.8554285714285715,0.31573809523809526,0.38302380952380943,0.47240476190476194,0.08797619047619047,0.09604761904761905,0.010642857142857147
2585,0.461,0.133,0.0,0.0,0.008,0.016,-0.002,0.224,0.3,0.509,0.8089999999999999,0.125,0.062,0.062,0.102,0.229,3.95,0.389,0.297,0.28500000000000003,0.07599999999999998,0.078,0.289,0.086,0.5,0.804,0.352,0.3448275862068966,0.7307692307692307,1.0755968169761272,0.9189,0.2609,0.3323999999999999,0.5865,0.1435,0.06749999999999998,0.07470000000000002
2586,0.662,0.284,0.0,0.0,0.0,0.014,0.016,0.385,0.459,0.754,1.213,0.135,0.095,0.061,0.135,0.34,4.05,0.453,1.8,0.369,0.07400000000000001,0.095,0.068,0.122,0.4,1.176,0.512,0.5,0.5454545454545454,1.0454545454545454,0.9924146341463415,0.3436829268292683,0.4082439024390245,0.584170731707317,0.10790243902439026,0.09595121951219515,0.02892682926829269
2587,0.319,0.087,0.0,0.029,0.0,0.0,-0.006,0.281,0.333,0.344,0.677,0.0,0.116,0.0,0.029,0.304,3.51,0.274,0.714,0.06299999999999994,0.05199999999999999,0.014,0.101,0.072,0.111,0.697,0.307,0.2682926829268293,0.32432432432432434,0.5926170072511536,0.6207333333333336,0.24835555555555555,0.30437777777777786,0.31635555555555556,0.0024888888888888886,0.1274666666666667,0.0
2588,0.473,0.164,0.0,0.0,0.0,0.0,-0.009,0.264,0.291,0.491,0.782,0.109,0.073,0.055,0.109,0.282,4.0,0.352,0.182,0.22699999999999998,0.02699999999999997,0.055,0.2,0.036,0.429,0.782,0.331,0.47368421052631576,0.35714285714285715,0.8308270676691729,0.9332500000000001,0.2939285714285714,0.3601071428571429,0.573142857142857,0.09899999999999999,0.084,0.03000000000000001
2589,0.262,0.06,0.06,0.036,0.024,0.0,-0.007,0.205,0.247,0.282,0.5289999999999999,0.0,0.131,0.0,0.048,0.258,3.99,0.243,0.222,0.07699999999999999,0.04200000000000001,0.0,0.214,0.048,0.25,0.604,0.238,0.14705882352941177,0.17647058823529413,0.3235294117647059,0.6532857142857144,0.2521428571428571,0.2876666666666667,0.3656190476190477,0.01964285714285715,0.10488095238095241,0.0
2590,0.057,0.029,0.0,0.0,0.0,0.0,-0.02,0.065,0.216,0.065,0.281,0.0,0.029,0.0,0.0,0.069,3.6,0.055,2.0,0.0,0.151,0.0,0.057,0.114,0.0,0.351,0.177,0.30303030303030304,0.20689655172413793,0.509926854754441,0.6236285714285715,0.22805714285714287,0.3057714285714286,0.31785714285714284,0.05165714285714286,0.08751428571428573,0.0010571428571428572
2591,0.281,0.031,0.0,0.0,0.0,0.0,-0.011,0.258,0.281,0.29,0.571,0.031,0.125,0.0,0.031,0.348,3.81,0.291,0.125,0.03199999999999997,0.02300000000000002,0.0,0.25,0.031,0.125,0.578,0.258,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.571,0.258,0.281,0.29,0.031,0.125,0.0
2592,0.377,0.123,0.0,0.0,0.0,0.0,0.002,0.237,0.357,0.443,0.8,0.088,0.044,0.044,0.088,0.217,3.94,0.277,1.889,0.20600000000000002,0.12,0.044,0.079,0.149,0.435,0.802,0.356,0.42105263157894735,0.673469387755102,1.0945220193340495,0.7741724137931034,0.251448275862069,0.3502758620689655,0.4238965517241379,0.05086206896551724,0.0653103448275862,0.017448275862068964
2593,0.437,0.159,0.024,0.008,0.0,0.0,0.008,0.286,0.37,0.491,0.861,0.04,0.087,0.008,0.111,0.308,4.0,0.342,0.824,0.20500000000000002,0.08400000000000002,0.032,0.135,0.111,0.438,0.865,0.377,0.4318181818181818,0.5384615384615384,0.9702797202797202,0.8197073170731707,0.2764146341463415,0.3582682926829268,0.4614390243902438,0.06397560975609756,0.0772439024390244,0.015243902439024395
2594,0.304,0.143,0.018,0.0,0.0,0.0,0.011,0.24,0.321,0.34,0.661,0.054,0.161,0.0,0.054,0.239,4.43,0.236,2.0,0.10000000000000003,0.08100000000000002,0.018,0.054,0.107,0.25,0.681,0.301,0.3684210526315789,0.29411764705882354,0.6625386996904025,0.6788421052631577,0.2733157894736842,0.3336052631578946,0.3452368421052632,0.029157894736842094,0.13084210526315787,0.002921052631578947
2595,0.419,0.129,0.0,0.0,0.0,0.0,0.003,0.321,0.406,0.464,0.8700000000000001,0.097,0.065,0.0,0.097,0.425,3.84,0.41,0.4,0.14300000000000002,0.08500000000000002,0.016,0.242,0.097,0.333,0.875,0.4,0.1794871794871795,0.2777777777777778,0.4572649572649573,0.7748571428571429,0.28357142857142864,0.3578571428571428,0.4169999999999999,0.08314285714285716,0.0702857142857143,0.0
2596,0.273,0.045,0.068,0.023,0.0,0.0,0.0,0.275,0.356,0.3,0.6559999999999999,0.023,0.182,0.0,0.023,0.324,3.93,0.268,0.667,0.024999999999999967,0.08099999999999996,0.0,0.136,0.091,0.091,0.735,0.315,0.5454545454545454,0.5652173913043478,1.110671936758893,0.7804782608695653,0.3157391304347826,0.36269565217391314,0.41778260869565215,0.046782608695652164,0.12482608695652174,0.0027391304347826086
